CHAP 171116/1756 27.05°S 52.60°W
Pres, Altura, Tempe, Orvalho, DireçãoVento,  Velocidade 
149.69, 14150.12, -58.26, -72.01, 271.08, 52.97
149.50, 14157.43, -58.32, -71.89, 271.00, 53.01
149.35, 14164.52, -58.38, -71.89, 270.92, 53.04
149.19, 14171.58, -58.44, -71.99, 270.83, 53.08
149.02, 14179.00, -58.52, -72.16, 270.73, 53.12
148.82, 14186.89, -58.59, -72.39, 270.64, 53.15
148.62, 14194.87, -58.66, -72.62, 270.54, 53.18
148.44, 14202.59, -58.73, -72.83, 270.44, 53.22
148.27, 14210.17, -58.80, -73.00, 270.34, 53.25
148.09, 14218.04, -58.88, -73.15, 270.24, 53.27
147.90, 14226.61, -58.96, -73.28, 270.14, 53.30
147.67, 14235.96, -59.04, -73.41, 270.06, 53.32
147.42, 14245.62, -59.12, -73.53, 269.97, 53.35
147.21, 14254.83, -59.17, -73.63, 269.90, 53.37
147.02, 14263.14, -59.21, -73.68, 269.84, 53.39
146.85, 14270.48, -59.24, -73.68, 269.78, 53.41
146.70, 14277.07, -59.26, -73.62, 269.74, 53.43
146.56, 14283.31, -59.30, -73.53, 269.70, 53.45
146.40, 14289.49, -59.35, -73.45, 269.67, 53.47
146.26, 14295.62, -59.40, -73.35, 269.65, 53.49
146.12, 14301.67, -59.45, -73.26, 269.63, 53.51
145.98, 14307.69, -59.50, -73.15, 269.62, 53.53
145.84, 14313.65, -59.55, -73.06, 269.61, 53.56
145.70, 14319.67, -59.60, -72.99, 269.61, 53.58
145.57, 14325.95, -59.65, -72.95, 269.62, 53.61
145.40, 14332.54, -59.71, -72.94, 269.63, 53.63
145.24, 14339.13, -59.77, -72.95, 269.64, 53.65
145.09, 14345.36, -59.82, -72.97, 269.66, 53.67
144.97, 14351.09, -59.87, -72.97, 269.68, 53.69
144.86, 14356.69, -59.92, -72.96, 269.70, 53.71
144.71, 14362.61, -59.97, -72.94, 269.73, 53.73
144.55, 14368.84, -60.02, -72.92, 269.75, 53.75
144.41, 14375.08, -60.07, -72.92, 269.77, 53.77
144.27, 14381.27, -60.12, -72.95, 269.79, 53.79
144.13, 14387.45, -60.18, -73.02, 269.82, 53.81
143.98, 14393.63, -60.23, -73.11, 269.84, 53.82
143.84, 14399.71, -60.29, -73.22, 269.86, 53.84
143.71, 14405.70, -60.36, -73.34, 269.87, 53.85
143.56, 14411.71, -60.42, -73.45, 269.89, 53.87
143.43, 14417.84, -60.49, -73.57, 269.90, 53.88
143.29, 14424.26, -60.56, -73.68, 269.91, 53.90
143.12, 14430.89, -60.62, -73.78, 269.92, 53.92
142.97, 14437.24, -60.68, -73.87, 269.92, 53.94
142.85, 14443.03, -60.74, -73.94, 269.92, 53.97
142.72, 14448.42, -60.79, -74.00, 269.92, 54.00
142.60, 14453.65, -60.84, -74.05, 269.92, 54.03
142.48, 14458.99, -60.88, -74.10, 269.91, 54.07
142.35, 14464.59, -60.94, -74.14, 269.89, 54.11
142.22, 14470.50, -60.99, -74.18, 269.88, 54.16
142.07, 14476.65, -61.05, -74.24, 269.86, 54.22
141.93, 14482.73, -61.11, -74.30, 269.83, 54.27
141.80, 14488.58, -61.16, -74.38, 269.80, 54.34
141.68, 14494.30, -61.22, -74.47, 269.77, 54.41
141.54, 14500.16, -61.28, -74.57, 269.73, 54.48
141.40, 14506.32, -61.34, -74.68, 269.69, 54.56
141.25, 14512.77, -61.40, -74.79, 269.64, 54.64
141.10, 14519.32, -61.47, -74.89, 269.59, 54.73
140.96, 14525.82, -61.53, -74.98, 269.54, 54.82
140.81, 14532.16, -61.59, -75.09, 269.48, 54.91
140.66, 14538.29, -61.65, -75.23, 269.42, 55.01
140.54, 14544.26, -61.71, -75.41, 269.36, 55.11
140.41, 14550.44, -61.77, -75.62, 269.29, 55.21
140.25, 14557.15, -61.84, -75.86, 269.22, 55.32
140.07, 14564.23, -61.91, -76.11, 269.14, 55.42
139.91, 14571.13, -61.97, -76.34, 269.07, 55.53
139.78, 14577.63, -62.03, -76.56, 268.99, 55.63
139.65, 14584.14, -62.09, -76.79, 268.91, 55.74
139.48, 14591.01, -62.16, -77.03, 268.82, 55.84
139.31, 14598.12, -62.23, -77.29, 268.73, 55.95
139.15, 14605.11, -62.29, -77.58, 268.64, 56.06
139.00, 14611.75, -62.34, -77.88, 268.54, 56.17
138.87, 14618.03, -62.38, -78.18, 268.45, 56.28
138.74, 14624.18, -62.43, -78.47, 268.35, 56.39
138.58, 14630.43, -62.49, -78.74, 268.24, 56.51
138.43, 14636.73, -62.56, -78.99, 268.14, 56.63
138.31, 14643.16, -62.62, -79.22, 268.03, 56.74
138.17, 14650.12, -62.68, -79.45, 267.91, 56.86
137.97, 14657.68, -62.73, -79.65, 267.80, 56.99
137.79, 14665.23, -62.77, -79.81, 267.68, 57.11
137.65, 14672.32, -62.81, -79.92, 267.55, 57.23
137.51, 14679.07, -62.86, -79.99, 267.42, 57.36
137.35, 14685.71, -62.92, -80.02, 267.29, 57.48
137.20, 14692.19, -62.98, -80.04, 267.16, 57.60
137.07, 14698.39, -63.03, -80.03, 267.02, 57.73
136.94, 14704.30, -63.08, -79.99, 266.88, 57.85
136.81, 14709.90, -63.12, -79.91, 266.73, 57.96
136.69, 14715.13, -63.15, -79.77, 266.59, 58.08
136.58, 14720.16, -63.18, -79.60, 266.44, 58.19
136.48, 14725.39, -63.22, -79.44, 266.29, 58.30
136.34, 14731.06, -63.26, -79.30, 266.14, 58.39
136.21, 14737.00, -63.31, -79.18, 265.99, 58.49
136.07, 14742.89, -63.35, -79.07, 265.84, 58.57
135.94, 14748.48, -63.39, -78.95, 265.69, 58.64
135.84, 14753.87, -63.43, -78.80, 265.54, 58.70
135.72, 14759.51, -63.48, -78.63, 265.39, 58.76
135.58, 14765.64, -63.53, -78.46, 265.24, 58.79
135.43, 14772.11, -63.57, -78.32, 265.10, 58.82
135.28, 14778.52, -63.62, -78.22, 264.96, 58.84
135.15, 14784.56, -63.66, -78.14, 264.83, 58.84
135.04, 14790.26, -63.70, -78.08, 264.71, 58.83
134.91, 14795.82, -63.74, -78.02, 264.59, 58.81
134.79, 14801.32, -63.78, -77.96, 264.47, 58.78
134.67, 14806.87, -63.82, -77.91, 264.36, 58.74
134.54, 14812.63, -63.86, -77.85, 264.26, 58.70
134.41, 14818.54, -63.91, -77.79, 264.16, 58.64
134.28, 14824.46, -63.96, -77.73, 264.06, 58.59
134.15, 14830.26, -64.01, -77.69, 263.97, 58.52
134.03, 14835.95, -64.05, -77.67, 263.89, 58.45
133.91, 14841.54, -64.09, -77.70, 263.81, 58.39
133.78, 14846.98, -64.12, -77.75, 263.73, 58.32
133.67, 14852.19, -64.14, -77.82, 263.66, 58.26
133.56, 14857.20, -64.16, -77.88, 263.59, 58.20
133.45, 14862.12, -64.17, -77.92, 263.52, 58.14
133.35, 14867.21, -64.19, -77.92, 263.45, 58.09
133.23, 14872.74, -64.22, -77.92, 263.38, 58.05
133.09, 14878.71, -64.27, -77.91, 263.32, 58.02
132.95, 14884.76, -64.31, -77.91, 263.24, 57.99
132.83, 14890.53, -64.36, -77.90, 263.17, 57.97
132.72, 14896.00, -64.40, -77.88, 263.09, 57.96
132.60, 14901.31, -64.43, -77.87, 263.00, 57.96
132.49, 14906.65, -64.46, -77.85, 262.91, 57.96
132.37, 14912.13, -64.50, -77.84, 262.81, 57.97
132.24, 14917.65, -64.55, -77.84, 262.70, 57.98
132.13, 14922.98, -64.60, -77.84, 262.60, 58.00
132.03, 14928.16, -64.65, -77.86, 262.48, 58.03
131.92, 14933.46, -64.69, -77.88, 262.36, 58.06
131.78, 14938.95, -64.73, -77.92, 262.23, 58.09
131.66, 14944.37, -64.77, -77.96, 262.09, 58.13
131.56, 14949.55, -64.82, -78.03, 261.95, 58.16
131.45, 14954.58, -64.88, -78.10, 261.81, 58.19
131.34, 14959.60, -64.93, -78.19, 261.66, 58.22
131.24, 14964.70, -64.98, -78.27, 261.50, 58.23
131.12, 14970.05, -65.03, -78.35, 261.34, 58.24
130.99, 14975.62, -65.07, -78.43, 261.18, 58.25
130.88, 14981.16, -65.11, -78.50, 261.02, 58.25
130.76, 14986.55, -65.14, -78.57, 260.86, 58.25
130.65, 14991.74, -65.17, -78.63, 260.70, 58.24
130.54, 14996.74, -65.19, -78.68, 260.55, 58.22
130.44, 15001.57, -65.21, -78.73, 260.41, 58.19
130.34, 15006.28, -65.23, -78.77, 260.27, 58.15
130.24, 15010.97, -65.24, -78.79, 260.14, 58.10
130.14, 15015.78, -65.26, -78.81, 260.02, 58.02
130.03, 15020.78, -65.28, -78.82, 259.90, 57.93
129.92, 15025.80, -65.30, -78.84, 259.80, 57.82
129.82, 15030.65, -65.31, -78.86, 259.72, 57.69
129.72, 15035.32, -65.33, -78.89, 259.64, 57.54
129.62, 15039.87, -65.34, -78.93, 259.59, 57.36
129.53, 15044.43, -65.36, -78.99, 259.55, 57.17
129.43, 15049.26, -65.39, -79.05, 259.53, 56.96
129.31, 15054.41, -65.42, -79.11, 259.54, 56.73
129.20, 15059.69, -65.44, -79.17, 259.56, 56.47
129.09, 15064.84, -65.46, -79.23, 259.61, 56.19
128.98, 15069.76, -65.48, -79.30, 259.68, 55.87
128.88, 15074.53, -65.49, -79.38, 259.78, 55.53
128.78, 15079.37, -65.50, -79.46, 259.89, 55.16
128.68, 15084.69, -65.53, -79.57, 260.02, 54.77
128.55, 15090.84, -65.56, -79.68, 260.18, 54.36
128.39, 15097.83, -65.60, -79.80, 260.36, 53.93
128.23, 15105.39, -65.65, -79.93, 260.56, 53.49
128.07, 15113.33, -65.71, -80.06, 260.79, 53.03
127.89, 15121.61, -65.78, -80.19, 261.04, 52.57
127.70, 15130.09, -65.84, -80.34, 261.32, 52.11
127.53, 15138.63, -65.89, -80.49, 261.62, 51.64
127.36, 15147.38, -65.94, -80.64, 261.94, 51.17
127.17, 15156.72, -65.98, -80.79, 262.28, 50.70
126.95, 15166.74, -66.00, -80.90, 262.63, 50.24
126.72, 15176.98, -66.00, -80.99, 263.00, 49.79
126.52, 15186.88, -65.99, -81.06, 263.36, 49.35
126.33, 15196.22, -65.98, -81.13, 263.74, 48.94
126.14, 15205.05, -65.96, -81.19, 264.11, 48.54
125.96, 15213.52, -65.93, -81.25, 264.49, 48.17
125.80, 15221.84, -65.89, -81.33, 264.87, 47.83
125.63, 15230.37, -65.85, -81.43, 265.25, 47.51
125.44, 15239.41, -65.81, -81.54, 265.62, 47.21
125.23, 15248.94, -65.81, -81.71, 265.99, 46.93
125.02, 15258.55, -65.87, -81.93, 266.35, 46.68
124.84, 15267.91, -65.94, -82.14, 266.70, 46.45
124.66, 15277.21, -66.01, -82.33, 267.04, 46.24
124.46, 15286.79, -66.09, -82.49, 267.36, 46.05
124.25, 15296.81, -66.16, -82.62, 267.67, 45.89
124.04, 15307.35, -66.23, -82.73, 267.96, 45.74
123.81, 15318.32, -66.31, -82.82, 268.24, 45.61
123.58, 15329.48, -66.41, -82.92, 268.49, 45.49
123.35, 15340.42, -66.53, -83.03, 268.73, 45.38
123.14, 15350.77, -66.65, -83.16, 268.94, 45.28
122.95, 15360.53, -66.76, -83.29, 269.14, 45.18
122.76, 15370.03, -66.84, -83.41, 269.33, 45.07
122.56, 15379.45, -66.93, -83.51, 269.50, 44.97
122.37, 15388.73, -67.00, -83.59, 269.66, 44.86
122.19, 15397.75, -67.07, -83.67, 269.80, 44.75
122.01, 15406.46, -67.11, -83.72, 269.93, 44.62
121.85, 15415.09, -67.14, -83.75, 270.04, 44.47
121.67, 15424.07, -67.19, -83.79, 270.14, 44.31
121.47, 15433.65, -67.26, -83.83, 270.22, 44.13
121.27, 15443.67, -67.36, -83.88, 270.27, 43.93
121.05, 15453.76, -67.48, -83.92, 270.31, 43.71
120.86, 15463.51, -67.59, -83.94, 270.34, 43.46
120.68, 15473.00, -67.68, -83.93, 270.35, 43.19
120.50, 15482.61, -67.77, -83.91, 270.34, 42.89
120.29, 15492.47, -67.86, -83.89, 270.32, 42.58
120.08, 15501.89, -67.95, -83.86, 270.29, 42.24
119.91, 15510.03, -68.01, -83.82, 270.24, 41.89
119.79, 15516.80, -68.05, -83.75, 270.17, 41.52
119.69, 15523.06, -68.07, -83.69, 270.08, 41.13
119.56, 15530.02, -68.12, -83.65, 269.98, 40.73
119.38, 15538.37, -68.19, -83.64, 269.87, 40.32
119.17, 15547.85, -68.27, -83.64, 269.74, 39.90
118.97, 15557.74, -68.35, -83.63, 269.61, 39.47
118.79, 15567.62, -68.44, -83.63, 269.47, 39.05
118.60, 15577.55, -68.52, -83.63, 269.32, 38.64
118.40, 15587.57, -68.61, -83.62, 269.17, 38.24
118.19, 15597.42, -68.68, -83.60, 269.03, 37.86
118.00, 15606.80, -68.75, -83.58, 268.88, 37.50
117.84, 15615.89, -68.84, -83.57, 268.74, 37.17
117.67, 15625.34, -68.94, -83.57, 268.61, 36.86
117.46, 15635.55, -69.05, -83.57, 268.49, 36.58
117.24, 15646.14, -69.17, -83.56, 268.38, 36.33
117.03, 15656.15, -69.28, -83.56, 268.29, 36.11
116.85, 15664.84, -69.36, -83.54, 268.22, 35.91
116.72, 15672.32, -69.43, -83.51, 268.16, 35.74
116.61, 15679.76, -69.50, -83.49, 268.13, 35.59
116.44, 15688.43, -69.59, -83.49, 268.12, 35.47
116.22, 15698.50, -69.70, -83.52, 268.14, 35.38
115.99, 15708.96, -69.81, -83.54, 268.18, 35.32
115.80, 15718.63, -69.91, -83.54, 268.25, 35.27
115.65, 15727.23, -69.99, -83.53, 268.34, 35.25
115.52, 15735.35, -70.06, -83.52, 268.46, 35.25
115.35, 15743.58, -70.14, -83.51, 268.59, 35.25
115.16, 15751.70, -70.21, -83.50, 268.74, 35.26
115.01, 15758.95, -70.27, -83.50, 268.91, 35.26
114.92, 15765.33, -70.34, -83.50, 269.09, 35.26
114.81, 15771.82, -70.41, -83.50, 269.27, 35.24
114.66, 15779.37, -70.50, -83.52, 269.46, 35.22
114.47, 15788.00, -70.60, -83.54, 269.66, 35.17
114.29, 15796.85, -70.69, -83.55, 269.85, 35.12
114.14, 15805.23, -70.78, -83.55, 270.04, 35.05
114.00, 15813.06, -70.84, -83.54, 270.24, 34.97
113.85, 15820.47, -70.90, -83.52, 270.45, 34.87
113.71, 15827.33, -70.95, -83.51, 270.65, 34.76
113.60, 15833.43, -71.00, -83.51, 270.86, 34.62
113.50, 15838.78, -71.04, -83.51, 271.08, 34.47
113.41, 15843.60, -71.07, -83.50, 271.29, 34.29
113.32, 15848.14, -71.10, -83.48, 271.49, 34.10
113.24, 15852.53, -71.12, -83.46, 271.68, 33.90
113.15, 15856.87, -71.15, -83.45, 271.87, 33.69
113.07, 15861.23, -71.18, -83.44, 272.05, 33.48
112.99, 15865.70, -71.22, -83.44, 272.23, 33.27
112.90, 15870.41, -71.25, -83.43, 272.40, 33.06
112.80, 15875.39, -71.27, -83.41, 272.57, 32.87
112.70, 15880.52, -71.28, -83.39, 272.75, 32.68
112.60, 15885.71, -71.29, -83.36, 272.92, 32.50
112.50, 15890.88, -71.31, -83.33, 273.09, 32.34
112.41, 15896.06, -71.34, -83.31, 273.26, 32.19
112.31, 15901.56, -71.38, -83.30, 273.44, 32.06
112.19, 15907.58, -71.42, -83.28, 273.61, 31.95
112.06, 15913.82, -71.46, -83.26, 273.79, 31.86
111.95, 15919.78, -71.51, -83.25, 273.97, 31.79
111.85, 15925.22, -71.56, -83.24, 274.15, 31.73
111.76, 15930.10, -71.61, -83.24, 274.33, 31.70
111.67, 15934.45, -71.67, -83.24, 274.51, 31.68
111.60, 15938.50, -71.73, -83.24, 274.68, 31.68
111.53, 15942.62, -71.80, -83.25, 274.85, 31.70
111.45, 15947.14, -71.86, -83.26, 275.02, 31.73
111.34, 15952.14, -71.91, -83.25, 275.19, 31.77
111.23, 15957.41, -71.96, -83.24, 275.36, 31.83
111.14, 15962.87, -72.00, -83.23, 275.53, 31.90
111.05, 15968.80, -72.04, -83.21, 275.69, 31.98
110.90, 15975.32, -72.09, -83.19, 275.85, 32.07
110.77, 15981.95, -72.13, -83.17, 275.99, 32.17
110.66, 15988.30, -72.17, -83.16, 276.12, 32.26
110.55, 15994.51, -72.22, -83.14, 276.24, 32.36
110.43, 16000.78, -72.27, -83.13, 276.35, 32.46
110.31, 16006.96, -72.32, -83.13, 276.45, 32.56
110.20, 16012.64, -72.39, -83.15, 276.54, 32.65
110.10, 16017.50, -72.46, -83.17, 276.62, 32.74
110.03, 16021.54, -72.53, -83.20, 276.69, 32.84
109.98, 16025.38, -72.59, -83.23, 276.74, 32.93
109.89, 16029.95, -72.65, -83.26, 276.78, 33.02
109.77, 16035.51, -72.70, -83.29, 276.81, 33.12
109.66, 16041.69, -72.76, -83.32, 276.83, 33.21
109.55, 16048.09, -72.82, -83.35, 276.83, 33.30
109.41, 16054.30, -72.86, -83.36, 276.82, 33.39
109.30, 16059.75, -72.89, -83.37, 276.80, 33.48
109.24, 16064.41, -72.93, -83.36, 276.77, 33.56
109.16, 16068.97, -72.96, -83.36, 276.73, 33.64
109.06, 16073.95, -73.00, -83.35, 276.69, 33.72
108.96, 16079.38, -73.03, -83.35, 276.63, 33.79
108.85, 16085.06, -73.07, -83.34, 276.57, 33.87
108.74, 16090.65, -73.10, -83.33, 276.50, 33.96
108.64, 16095.85, -73.12, -83.32, 276.43, 34.05
108.56, 16100.59, -73.15, -83.33, 276.36, 34.14
108.49, 16105.22, -73.20, -83.35, 276.28, 34.23
108.39, 16110.16, -73.25, -83.39, 276.20, 34.33
108.28, 16115.53, -73.31, -83.43, 276.12, 34.43
108.18, 16121.25, -73.37, -83.48, 276.04, 34.54
108.08, 16127.40, -73.42, -83.53, 275.96, 34.64
107.95, 16134.05, -73.47, -83.58, 275.89, 34.74
107.81, 16140.82, -73.52, -83.62, 275.83, 34.84
107.70, 16147.27, -73.57, -83.67, 275.78, 34.94
107.59, 16153.34, -73.62, -83.71, 275.75, 35.03
107.47, 16159.19, -73.68, -83.76, 275.74, 35.11
107.37, 16165.05, -73.74, -83.80, 275.75, 35.19
107.26, 16171.40, -73.81, -83.85, 275.78, 35.26
107.13, 16178.64, -73.89, -83.91, 275.85, 35.31
106.97, 16186.72, -73.99, -83.98, 275.94, 35.35
106.81, 16195.41, -74.08, -84.03, 276.07, 35.38
106.65, 16204.65, -74.18, -84.08, 276.23, 35.38
106.47, 16214.45, -74.27, -84.13, 276.44, 35.36
106.28, 16224.72, -74.36, -84.17, 276.68, 35.32
106.09, 16235.21, -74.43, -84.19, 276.97, 35.25
105.89, 16245.35, -74.49, -84.20, 277.30, 35.17
105.73, 16254.60, -74.51, -84.17, 277.67, 35.06
105.58, 16262.68, -74.52, -84.13, 278.10, 34.94
105.46, 16269.48, -74.51, -84.09, 278.57, 34.80
105.36, 16275.07, -74.51, -84.05, 279.10, 34.64
105.27, 16279.79, -74.52, -84.03, 279.68, 34.47
105.20, 16284.21, -74.56, -84.02, 280.30, 34.28
105.12, 16288.94, -74.61, -84.04, 280.97, 34.09
105.03, 16294.39, -74.67, -84.06, 281.68, 33.88
104.90, 16300.40, -74.73, -84.09, 282.43, 33.67
104.78, 16306.25, -74.77, -84.11, 283.21, 33.46
104.70, 16311.36, -74.81, -84.12, 284.02, 33.25
104.63, 16315.84, -74.84, -84.14, 284.86, 33.05
104.55, 16320.31, -74.88, -84.17, 285.72, 32.85
104.46, 16325.11, -74.92, -84.20, 286.60, 32.67
104.37, 16330.12, -74.97, -84.25, 287.49, 32.50
104.28, 16335.11, -75.01, -84.30, 288.38, 32.34
104.19, 16339.57, -75.05, -84.34, 289.27, 32.21
104.13, 16342.98, -75.07, -84.38, 290.13, 32.09
104.10, 16345.41, -75.07, -84.40, 290.93, 32.00
104.04, 16347.41, -75.05, -84.40, 291.65, 31.93
103.99, 16349.56, -75.00, -84.39, 292.31, 31.88
103.94, 16352.40, -74.94, -84.37, 292.91, 31.84
103.88, 16356.47, -74.88, -84.34, 293.49, 31.82
103.83, 16362.32, -74.83, -84.33, 294.06, 31.82
103.65, 16370.15, -74.79, -84.33, 294.64, 31.83
103.47, 16378.72, -74.78, -84.34, 295.21, 31.85
103.35, 16386.52, -74.77, -84.35, 295.73, 31.89
103.25, 16393.13, -74.77, -84.36, 296.20, 31.94
103.14, 16398.75, -74.76, -84.36, 296.61, 32.01
103.05, 16403.28, -74.74, -84.35, 296.96, 32.09
103.00, 16406.77, -74.71, -84.32, 297.24, 32.18
102.95, 16409.73, -74.67, -84.28, 297.47, 32.28
102.90, 16412.71, -74.64, -84.23, 297.64, 32.39
102.84, 16416.25, -74.60, -84.19, 297.74, 32.51
102.76, 16420.54, -74.57, -84.14, 297.78, 32.64
102.67, 16425.31, -74.55, -84.11, 297.77, 32.77
102.58, 16430.06, -74.54, -84.08, 297.71, 32.91
102.50, 16434.41, -74.54, -84.06, 297.60, 33.06
102.45, 16438.19, -74.55, -84.06, 297.45, 33.20
102.39, 16441.67, -74.57, -84.07, 297.26, 33.35
102.32, 16445.16, -74.60, -84.09, 297.04, 33.50
102.25, 16448.71, -74.63, -84.12, 296.78, 33.64
102.21, 16452.43, -74.65, -84.15, 296.49, 33.78
102.12, 16456.71, -74.66, -84.17, 296.18, 33.92
102.03, 16461.55, -74.65, -84.18, 295.85, 34.05
101.94, 16466.59, -74.64, -84.18, 295.50, 34.19
101.86, 16471.49, -74.61, -84.17, 295.13, 34.32
101.78, 16475.95, -74.59, -84.17, 294.76, 34.45
101.70, 16479.63, -74.56, -84.16, 294.38, 34.58
101.66, 16482.53, -74.53, -84.15, 293.99, 34.70
101.64, 16485.40, -74.51, -84.14, 293.60, 34.82
101.56, 16489.21, -74.49, -84.14, 293.22, 34.92
101.46, 16493.81, -74.48, -84.14, 292.83, 35.02
101.38, 16498.44, -74.48, -84.16, 292.46, 35.12
101.32, 16502.68, -74.49, -84.19, 292.10, 35.20
101.24, 16506.57, -74.51, -84.22, 291.75, 35.28
101.18, 16510.07, -74.53, -84.26, 291.41, 35.35
101.13, 16513.41, -74.54, -84.29, 291.09, 35.41
101.07, 16516.91, -74.55, -84.32, 290.78, 35.47
101.00, 16520.57, -74.55, -84.34, 290.48, 35.51
100.94, 16524.35, -74.55, -84.35, 290.19, 35.56
100.87, 16528.26, -74.54, -84.36, 289.92, 35.59
100.80, 16532.25, -74.53, -84.36, 289.66, 35.62
100.73, 16536.23, -74.52, -84.35, 289.42, 35.65
100.66, 16540.11, -74.51, -84.35, 289.19, 35.67
100.60, 16543.77, -74.50, -84.35, 288.97, 35.70
100.54, 16547.33, -74.50, -84.36, 288.77, 35.72
100.48, 16550.92, -74.50, -84.37, 288.58, 35.74
100.41, 16554.46, -74.51, -84.40, 288.39, 35.77
100.35, 16557.90, -74.53, -84.43, 288.21, 35.79
100.30, 16561.38, -74.54, -84.47, 288.04, 35.82
100.24, 16565.06, -74.55, -84.50, 287.87, 35.85
100.16, 16569.00, -74.55, -84.53, 287.70, 35.88
100.09, 16573.05, -74.53, -84.54, 287.53, 35.91
100.02, 16577.01, -74.51, -84.54, 287.37, 35.94
99.96, 16580.86, -74.49, -84.54, 287.21, 35.98
99.90, 16584.86, -74.47, -84.54, 287.05, 36.02
99.82, 16589.16, -74.47, -84.54, 286.90, 36.07
99.74, 16593.75, -74.48, -84.55, 286.74, 36.12
99.66, 16598.40, -74.49, -84.56, 286.59, 36.18
99.58, 16602.93, -74.51, -84.57, 286.44, 36.24
99.51, 16607.26, -74.52, -84.57, 286.29, 36.30
99.43, 16611.58, -74.54, -84.57, 286.14, 36.38
99.36, 16616.17, -74.57, -84.57, 285.99, 36.45
99.28, 16621.14, -74.60, -84.57, 285.85, 36.53
99.18, 16626.42, -74.63, -84.58, 285.70, 36.61
99.08, 16631.69, -74.67, -84.59, 285.56, 36.69
99.00, 16636.64, -74.71, -84.61, 285.43, 36.77
98.93, 16641.37, -74.75, -84.63, 285.30, 36.86
98.85, 16646.27, -74.80, -84.65, 285.17, 36.94
98.75, 16651.52, -74.84, -84.67, 285.04, 37.03
98.66, 16656.87, -74.88, -84.70, 284.91, 37.11
98.57, 16662.05, -74.92, -84.71, 284.79, 37.20
98.49, 16666.95, -74.96, -84.73, 284.67, 37.28
98.41, 16671.80, -74.99, -84.75, 284.56, 37.36
98.33, 16676.91, -75.03, -84.77, 284.45, 37.44
98.23, 16682.28, -75.05, -84.78, 284.35, 37.52
98.14, 16687.65, -75.07, -84.79, 284.26, 37.59
98.05, 16692.80, -75.09, -84.79, 284.16, 37.66
97.97, 16697.46, -75.10, -84.80, 284.07, 37.72
97.90, 16701.62, -75.12, -84.82, 283.97, 37.77
97.84, 16705.62, -75.16, -84.85, 283.87, 37.81
97.77, 16709.84, -75.20, -84.89, 283.77, 37.84
97.69, 16714.47, -75.24, -84.93, 283.67, 37.86
97.60, 16719.46, -75.28, -84.97, 283.57, 37.87
97.51, 16724.57, -75.32, -85.01, 283.47, 37.87
97.43, 16729.60, -75.36, -85.06, 283.36, 37.86
97.35, 16734.61, -75.40, -85.10, 283.26, 37.83
97.26, 16739.75, -75.44, -85.14, 283.15, 37.79
97.17, 16745.07, -75.47, -85.17, 283.03, 37.72
97.08, 16750.50, -75.50, -85.20, 282.91, 37.64
96.99, 16755.90, -75.53, -85.23, 282.79, 37.53
96.90, 16761.22, -75.56, -85.25, 282.67, 37.40
96.81, 16766.62, -75.59, -85.29, 282.55, 37.24
96.72, 16772.36, -75.63, -85.32, 282.43, 37.07
96.61, 16778.65, -75.67, -85.36, 282.31, 36.86
96.49, 16785.32, -75.72, -85.41, 282.19, 36.64
96.38, 16792.01, -75.77, -85.46, 282.07, 36.40
96.28, 16798.45, -75.82, -85.51, 281.94, 36.13
96.17, 16804.61, -75.84, -85.55, 281.79, 35.84
96.08, 16810.54, -75.84, -85.56, 281.65, 35.52
95.98, 16816.40, -75.81, -85.55, 281.49, 35.18
95.88, 16822.28, -75.74, -85.50, 281.32, 34.82
95.78, 16828.02, -75.65, -85.44, 281.15, 34.45
95.69, 16833.53, -75.59, -85.40, 280.98, 34.05
95.61, 16838.93, -75.59, -85.42, 280.80, 33.65
95.52, 16844.62, -75.64, -85.48, 280.62, 33.24
95.42, 16850.96, -75.73, -85.59, 280.43, 32.82
95.29, 16857.83, -75.80, -85.67, 280.24, 32.39
95.17, 16864.68, -75.80, -85.69, 280.04, 31.96
95.06, 16871.09, -75.74, -85.66, 279.84, 31.52
94.97, 16877.19, -75.65, -85.61, 279.63, 31.08
94.88, 16883.65, -75.61, -85.59, 279.42, 30.64
94.76, 16891.30, -75.61, -85.62, 279.20, 30.20
94.61, 16900.43, -75.63, -85.66, 278.99, 29.76
94.42, 16910.25, -75.65, -85.70, 278.77, 29.33
94.27, 16919.38, -75.66, -85.73, 278.56, 28.90
94.15, 16926.91, -75.67, -85.75, 278.35, 28.46
94.06, 16932.99, -75.69, -85.76, 278.17, 28.03
93.98, 16938.39, -75.69, -85.78, 278.00, 27.60
93.89, 16944.02, -75.70, -85.78, 277.85, 27.18
93.79, 16950.60, -75.70, -85.77, 277.72, 26.75
93.66, 16958.64, -75.71, -85.77, 277.62, 26.33
93.50, 16968.13, -75.74, -85.78, 277.54, 25.90
93.32, 16978.55, -75.81, -85.83, 277.48, 25.48
93.15, 16989.07, -75.90, -85.88, 277.44, 25.06
92.99, 16998.92, -75.98, -85.93, 277.41, 24.65
92.85, 17007.81, -76.06, -85.97, 277.41, 24.24
92.72, 17016.01, -76.12, -86.00, 277.42, 23.83
92.59, 17024.19, -76.19, -86.02, 277.45, 23.43
92.46, 17033.19, -76.28, -86.07, 277.49, 23.05
92.29, 17043.58, -76.39, -86.13, 277.53, 22.67
92.09, 17055.16, -76.52, -86.20, 277.58, 22.30
